"MOSCHOVAKIS","MATH 114C","Crs Readers Recursion And Computation","Moschovakis","https://coverimages.verbacompete.com/no_image.jpg","9789891809763","160673"
"NEGRETE","COMMST 1A","Essential Gt Rhetoric","Keith","https://coverimages.verbacompete.com/e4c82c57-47aa-5242-a201-77d890f98ee0.jpg","9780312472399","169493"
"NEGRETE","COMMST 1A","Intercultural Communication","Samovar","https://coverimages.verbacompete.com/48e184d0-f91f-55f6-aea2-44bab979e435.jpg","9781285077390","169493"
"NEGRETE","COMMST 1A","Pocket Guide To Public Speaking","Ohair","https://coverimages.verbacompete.com/3af3e13e-c28d-5327-8ef0-96543d2c148a.jpg","9781457670404","169493"
"NEGRETE","COMMST 1A","Public Speaking (Loose-Leaf)","Zarefsky","https://coverimages.verbacompete.com/90eeae91-0820-58c4-99f9-76aa59576416.jpg","9780134202228","169493"
"NEGRETE","COMMST 1A","Public Speaking (Loose-Leaf) (W/ My Communication Lab W/ Etext)","Osborn","https://coverimages.verbacompete.com/be507a6b-3316-5eca-b354-4980c5f4f03b.jpg","9780133792751","169493"
"NEGRETE","COMMST 1A","Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/71c8fe8d-bf5b-58dc-a773-ce8ff60b3076.jpg","9780133753981","169493"
"NEGRETE","COMMST 1A","Tell Me A Story","Schank","https://coverimages.verbacompete.com/b9c69002-a131-5276-99a8-b95a65ad5c3b.jpg","9780810113138","169493"
"STREETER","ENGL 115E","Kindred (Rev)","Butler","https://coverimages.verbacompete.com/05131c19-bcba-5378-b93f-096a87db023e.jpg","9780807083697","169585"
"STREETER","ENGL 115E","Liliths Brood","Butler","https://coverimages.verbacompete.com/196bdd5e-295f-567d-ac46-0d7c5b30958c.jpg","9780446676106","169585"
"MELLOR","ENGL 163C","Emma (Critical Ed)","Austen","https://coverimages.verbacompete.com/2c76ffa1-68bc-5678-ab98-cf20719442a1.jpg","9780393927641","169590"
"MELLOR","ENGL 163C","Love And Freindship (Ed Alexander) (Intro Alexander)","Austen","https://coverimages.verbacompete.com/7e93aa0f-9293-589c-84e0-82a2214a6654.jpg","9780141395111","169590"
"MELLOR","ENGL 163C","Persuasion (Ed Spacks) Critical Ed","Austen","https://coverimages.verbacompete.com/844b7dc2-4aaa-51b1-a7a2-4d30c0c814bc.jpg","9780393911534","169590"
"MELLOR","ENGL 163C","Pride & Prejudice (Ed Gray)","Austen","https://coverimages.verbacompete.com/5ac797f6-34ce-5d33-89e7-cbb2ef8d9ea3.jpg","9780393264883","169590"
"MELLOR","ENGL 163C","Sense & Sensibility (Norton Crit Ed) (Ed Johnson)","Austen","https://coverimages.verbacompete.com/7c0b6467-b444-51d1-b39f-96b4f989066a.jpg","9780393977516","169590"
"MELLOR","ENGL 163C","Vindication Of Rights Of Woman & Wrongs Of Woman","Wollstonecraft","https://coverimages.verbacompete.com/fffa2077-6dc0-55cc-ba76-89a723bca9db.jpg","9780321182739","169590"
"CARRUTH","ENGL 174C","Brief Wondrous Life Of Oscar Wao","Diaz","https://coverimages.verbacompete.com/38b39381-1a79-5ed8-bea6-7841c6224d75.jpg","9781594483295","169591"
"CARRUTH","ENGL 174C","Tale For The Time Being","Ozeki","https://coverimages.verbacompete.com/7a1846a6-8050-5b6f-a48e-9c134a9903f9.jpg","9780143124870","169591"
"CARRUTH","ENGL 174C","Visit From The Goon Squad","Egan","https://coverimages.verbacompete.com/5f9fa483-f1ff-5cdd-8e97-8c229c721431.jpg","9780307477477","169591"
"CARRUTH","ENGL 174C","White Noise (25th Anniv Ed)","Delillo","https://coverimages.verbacompete.com/a9a06c44-ad32-5872-a650-4afdff73938d.jpg","9780143105985","169591"
"GROBEL","ENGL M138","Art Of The Interview","Grobel","https://coverimages.verbacompete.com/574af7a1-591b-5ffa-8509-dbb578f6b954.jpg","9781400050710","169596"
"KELLY","FILM 122B","Film Art ","Thompson","https://coverimages.verbacompete.com/c99a2b5c-7680-54e6-85d5-635009c9761c.jpg","9781259534959","169623"
"SWAIN","FILM 122E","Cinematography","Malkiewicz","https://coverimages.verbacompete.com/f7a500c6-4456-5c64-809b-e9cdcd3fa0db.jpg","9780743264389","169632"
"WALTER","FILM 33","Essentials Of Screenwriting","Walter","https://coverimages.verbacompete.com/2df28bf1-b37a-5f7e-8e8d-d690b6a72bb1.jpg","9780452296275","169639"
"WALTER","FILM C132","Essentials Of Screenwriting","Walter","https://coverimages.verbacompete.com/2df28bf1-b37a-5f7e-8e8d-d690b6a72bb1.jpg","9780452296275","169646"
"WALTER","FILM C132","Essentials Of Screenwriting","Walter","https://coverimages.verbacompete.com/2df28bf1-b37a-5f7e-8e8d-d690b6a72bb1.jpg","9780452296275","169647"
"FENT","GLBLST 1","Global Shift","Dicken","https://coverimages.verbacompete.com/44fd25f7-5805-5576-a9e7-b3bca58c6692.jpg","9781462519552","169667"
"URDANK","HIST 121E","End Of European Era 1890-Present","Gilbert","https://coverimages.verbacompete.com/ce69009c-a69d-532c-ac03-19df7f87d143.jpg","9780393930405","169668"
"URDANK","HIST 121E","Five Days In London May 1940","Lukacs","https://coverimages.verbacompete.com/0acff5c2-5c14-532b-824b-2876b75ce21b.jpg","9780300084665","169668"
"URDANK","HIST 121E","Pity Of War","Ferguson","https://coverimages.verbacompete.com/a4febceb-780f-5a30-a5dc-b252e4d0eaa2.jpg","9780465057122","169668"
"URDANK","HIST 121E","To Hell & Back ","Kershaw","https://coverimages.verbacompete.com/df0b17fa-c344-5f99-ac82-b0f2f6705511.jpg","9780143109921","169668"
"URDANK","HIST 121E","Vichy France","Paxton","https://coverimages.verbacompete.com/0a69d044-56f3-5273-990c-a07e4aea6106.jpg","9780231124690","169668"
"KELLEY","HIST 13C","Pkg Give Me Liberty W/Voices Of Freedom (Vol 2)","Foner","https://coverimages.verbacompete.com/5c2fed8a-7c8a-5fac-916f-3ecd029f8fbe.jpg","9780393524222","169669"
"ESPINO","HIST M151C","Between The World & Me","Coates","https://coverimages.verbacompete.com/d2833d1c-45f7-5304-b886-fefc00b1e22e.jpg","9780812993547","169676"
"ESPINO","HIST M151C","Killing The Black Body ","Roberts","https://coverimages.verbacompete.com/d4442571-47e9-5212-be7b-98daaaf2f118.jpg","9780679758693","169676"
"ESPINO","HIST M151C","When Affirmative Action Was White","Katznelson","https://coverimages.verbacompete.com/4aabe21a-7de5-55ac-9cb4-47495b7c28ad.jpg","9780393328516","169676"
"PFLUEGL","LIFESCI 23L","Life Sciences 23l Laboratory Manual (Fall 2016)","Pfluegl","https://coverimages.verbacompete.com/no_image.jpg","9780738083520","169704"
"GLEWWE","LING 1","Introduction Language","Fromkin","https://coverimages.verbacompete.com/9e89bb05-968a-5b96-9ec4-5dbd16b22a5b.jpg","9781133310686","169709"
"MANTENUTO","LING 20","Contemporary Linguistics","Ogrady","https://coverimages.verbacompete.com/62038dfd-2278-510b-bcf1-d58faecfe50f.jpg","9781319039776","169714"
"MANTENUTO","LING 20","Study Guide For Contemporary Linguistics","Ogrady","https://coverimages.verbacompete.com/eb589f6a-35b6-56fe-bec3-b6557a753b7a.jpg","9781319040895","169714"
"THE STAFF","MATH 115A","Linear Algebra (Custom) Ucla Ed","Friedberg","https://coverimages.verbacompete.com/no_image.jpg","9780536274106","169716"
"ANDREWS","MATH 131A","Elementary Analysis","Ross","https://coverimages.verbacompete.com/c5324aac-3ad4-57a5-92af-7d156102c4ac.jpg","9781461462705","169717"
"LINDSTROM","MATH 142","Mathematical Models","Haberman","https://coverimages.verbacompete.com/97d89793-d426-519d-be52-200b86b36a9a.jpg","9780898714081","169718"
"AUSTIN","MATH 170B","Intro To Probability","Bertsekas","https://coverimages.verbacompete.com/4d188c57-68bd-5045-a909-91d1a62dedb2.jpg","9781886529236","169719"
"LOW","MATH 175","Mathematical Interest Theory","Vaaler","https://coverimages.verbacompete.com/1d611e9e-1ce2-5f15-9253-1808111f4304.jpg","9780883857540","169720"
"THE STAFF","MATH 296G","Analysis I (Item # Hin/66)","Tao","https://coverimages.verbacompete.com/962f9b75-7e68-514d-868f-4ea8503e0b43.jpg","9789380250649","169721"
"THE STAFF","MATH 296G","Analysis Ii (Item # Hin/67)","Tao","https://coverimages.verbacompete.com/fc77ee39-8cb8-5764-8ae8-f7f9884dc434.jpg","9789380250656","169721"
"THE STAFF","MATH 296G","Linear Algebra","Petersen","https://coverimages.verbacompete.com/385d35e7-4972-5295-8129-5005cfec75cc.jpg","9781461436119","169721"
"THE STAFF","MATH 296G","Analysis I (Item # Hin/66)","Tao","https://coverimages.verbacompete.com/962f9b75-7e68-514d-868f-4ea8503e0b43.jpg","9789380250649","169722"
"THE STAFF","MATH 296G","Analysis Ii (Item # Hin/67)","Tao","https://coverimages.verbacompete.com/fc77ee39-8cb8-5764-8ae8-f7f9884dc434.jpg","9789380250656","169722"
"THE STAFF","MATH 296G","Linear Algebra","Petersen","https://coverimages.verbacompete.com/385d35e7-4972-5295-8129-5005cfec75cc.jpg","9781461436119","169722"
"THE STAFF","MATH 31A","Single Variable Calculus (Loose-Leaf)","Rogawski","https://coverimages.verbacompete.com/9d869641-1fa7-5f80-935f-0c72fc2d5ef0.jpg","9781319025397","169723"
"SARKAR","MATH 31B","Single Variable Calculus (Loose-Leaf)","Rogawski","https://coverimages.verbacompete.com/9d869641-1fa7-5f80-935f-0c72fc2d5ef0.jpg","9781319025397","169724"
"THE STAFF","MATH 32A","Mulivariable Calculus (Loose-Leaf)","Rogawski","https://coverimages.verbacompete.com/no_image.jpg","9781319040932","169725"
"THE STAFF","MATH 32B","Mulivariable Calculus (Loose-Leaf)","Rogawski","https://coverimages.verbacompete.com/no_image.jpg","9781319040932","169726"
"VIRTANEN","MATH 33B","Differential Equations (Loose-Leaf)","Polking","https://coverimages.verbacompete.com/no_image.jpg","9780558256814","169727"
"THE STAFF","MATH 3B","Calculus F/ Life Sci W/ Wiley+ Access (Custom Loose-Leaf)","Schreiber","https://coverimages.verbacompete.com/no_image.jpg","9781118988527","169728"
"ANDREWS","MATH 95","Analysis With Intro To Proof","Lay","https://coverimages.verbacompete.com/c110c70f-e59a-55d3-9be0-dabfa21ec47f.jpg","9780321747471","169729"
"ANDREWS","MATH 95","Analysis W/ Intro To Proof (Loose-Leaf)","Lay","https://coverimages.verbacompete.com/352e412a-06c9-5d0b-9dff-50adcb9a5602.jpg","9780321892539","169729"
"LAWRENCE","PHILOS 116","Nietzsche Reader (Ed Pearson)","Pearson","https://coverimages.verbacompete.com/fd81c6bb-d90c-544f-af79-67dd2413acd3.jpg","9780631226543","169799"
"LAWRENCE","PHILOS 116","On Genealogy Of Morality","Nietzche","https://coverimages.verbacompete.com/e451e715-f769-51da-b79d-86e9863edfe0.jpg","9780521691635","169799"
"LAWRENCE","PHILOS 151A","Nicomachean Ethics (New Ed) (Tr Ross)(Ed Brown)","Aristotle","https://coverimages.verbacompete.com/004e04fb-3a86-54c3-990e-466c53e02fa4.jpg","9780199213610","169801"
"SKILES","PHILOS 22","Gorgias (Tr Zeyl)","Plato","https://coverimages.verbacompete.com/504e547a-00bd-56d2-b92e-73cefbf0b2ad.jpg","9780872200166","169804"
"SKILES","PHILOS 22","Groundwork Metaphysics Of Morals (Rev)","Kant","https://coverimages.verbacompete.com/e36c8456-ff19-5490-83f2-6026021b834c.jpg","9781107401068","169804"
"TRACY","PHILOS 23","Philosophy Of Language","Martinich","https://coverimages.verbacompete.com/0b3a3a9b-ea55-585a-8d16-79d999e997c9.jpg","9780199795154","169805"
"CRIMI","PHILOS 3","Discourse On Method (Tr Cress)","Descartes","https://coverimages.verbacompete.com/e8b40ce1-0db1-5d72-9c83-509b5541f236.jpg","9780872204225","169806"
"CRIMI","PHILOS 3","Phaedo (Tr Grube)","Plato","https://coverimages.verbacompete.com/39d62008-149c-5d0e-9f29-c1b5f65e7731.jpg","9780915144181","169806"
"CRIMI","PHILOS 3","Proslogion (Intro Williams)","Anselm","https://coverimages.verbacompete.com/c161bc18-2b6f-5158-a4d6-c95fbbb7a140.jpg","9780872205659","169806"
"CRIMI","PHILOS 3","What Does It All Mean ?","Nagel","https://coverimages.verbacompete.com/97387ac2-75af-5010-8d10-067503f6c9af.jpg","9780195052169","169806"
"LANDE","PHILOS 7","Elements Of Mind ","Crane","https://coverimages.verbacompete.com/8e545344-dc8d-5b73-80ac-c7e115024628.jpg","9780192892973","169808"
"LU","PHYSCI 167","Crs Physiology Of Nutrition","Heber/Lu","https://coverimages.verbacompete.com/no_image.jpg","9789891800159","169812"
"CORBIN","PHYSICS 1B","University Physics W/Mod Phys + Mastering Physics Access & Ebook","Young","https://coverimages.verbacompete.com/6b4bf146-cc92-5563-9f1b-9d65121845a2.jpg","9780321982582","169815"
"DANTCHEV","PHYSICS 1C","University Physics W/Mod Phys + Mastering Physics Access & Ebook","Young","https://coverimages.verbacompete.com/6b4bf146-cc92-5563-9f1b-9d65121845a2.jpg","9780321982582","169816"
"JIANG","PHYSICS 6A","Mastering Physics W/ Ebook ","Giancoli","https://coverimages.verbacompete.com/6af992a2-7db0-5db9-b2ca-03397d083660.jpg","9780321636515","169826"
"JIANG","PHYSICS 6A","Phys F/Sci & Eng W/Mod Phys (Vl 1-3) Custom (New Copies W/Mastering Physics Access)","Giancoli","https://coverimages.verbacompete.com/no_image.jpg","9780558824518","169826"
"WAUNG","PHYSICS 6B","Phys F/Sci & Eng W/Mod Phys (Vl 1-3) Custom (New Copies W/Mastering Physics Access)","Giancoli","https://coverimages.verbacompete.com/no_image.jpg","9780558824518","169831"
"WAUNG","PHYSICS 6B","Mastering Physics W/ Ebook ","Giancoli","https://coverimages.verbacompete.com/6af992a2-7db0-5db9-b2ca-03397d083660.jpg","9780321636515","169831"
"PAU","PHYSICS 6C","Mastering Physics W/ Ebook ","Giancoli","https://coverimages.verbacompete.com/6af992a2-7db0-5db9-b2ca-03397d083660.jpg","9780321636515","169839"
"PAU","PHYSICS 6C","Phys F/Sci & Eng W/Mod Phys (Vl 1-3) Custom (New Copies W/Mastering Physics Access)","Giancoli","https://coverimages.verbacompete.com/no_image.jpg","9780558824518","169839"
"SIMON","POLSCI 150","Lone Wolf Terrorism","Simon","https://coverimages.verbacompete.com/09c90077-1e38-568d-bb28-615e3353821b.jpg","9781633882379","169849"
"PATTERSON","POLSCI 40","Logic Of American Politics","Kernell","https://coverimages.verbacompete.com/f0d0a1ef-1d61-54f1-a0bf-acfb921b21eb.jpg","9781506358666","169852"
"PERIS","POLSCI 40","Logic Of American Politics","Kernell","https://coverimages.verbacompete.com/f0d0a1ef-1d61-54f1-a0bf-acfb921b21eb.jpg","9781506358666","169853"
"NGUYEN","PSYCH 10","Psychology In Modules","Myers","https://coverimages.verbacompete.com/0833d53f-eb04-5ad6-93c5-8bc4ef057e83.jpg","9781464167522","169858"
"NGUYEN","PSYCH 10","Psychology In Modules (Loose-Leaf)","Myers","https://coverimages.verbacompete.com/no_image.jpg","9781319120344","169858"
"FIRSTENBERG","PSYCH 100B","Methods In Behavioral Research","Cozby","https://coverimages.verbacompete.com/74798c72-3ee8-5f3f-a991-1a93833f11e1.jpg","9780077861896","169860"
"FIRSTENBERG","PSYCH 100B","Methods In Behavioral Research (Loose-Leaf)","Cozby","https://coverimages.verbacompete.com/edbb5f27-b467-56fd-9904-b0db22683a3f.jpg","9781259182433","169860"
"FIRSTENBERG","PSYCH 100B","Publication Manual Apa","Apa","https://coverimages.verbacompete.com/f7ea6cd7-460d-5876-8f0b-70a59d984da7.jpg","9781433805615","169860"
"GRISHAM","PSYCH 116","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","169872"
"GRISHAM","PSYCH 116","Sheep Brain ","Vanderwolf","https://coverimages.verbacompete.com/35e103bd-7a14-56d4-979a-6d42547abe43.jpg","9780920700037","169872"
"GRISHAM","PSYCH 116","I - Clicker + (New Copies Incld Reef Mobile 6mo Access) Plus","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601641","169872"
"CLARK","PSYCH 120A","Cognition (Loose-Leaf) W/ Zaps 2.0 Access Crd","Reisberg","https://coverimages.verbacompete.com/no_image.jpg","9780393293173","169875"
"CLARK","PSYCH 120A","Cognition ","Reisberg","https://coverimages.verbacompete.com/e552def1-19ee-5088-8c03-f5d78f1d23c0.jpg","9780393293289","169875"
"SMURDA","PSYCH 136A","Conducting Research Psychology (Cengage Advantage)","Pelham","https://coverimages.verbacompete.com/105c34e0-c93c-50ea-a42c-61bdd0df9fb0.jpg","9781133588054","169886"
"TAYLOR","PSYCH 175","Community Psychology","Nelson","https://coverimages.verbacompete.com/67e24287-585c-5810-93bd-a8fe145ab216.jpg","9780230219953","169888"
"WIMER","PSYCH 188B","Organizational Behavior","Osland","https://coverimages.verbacompete.com/5673e1dc-d302-5041-acc7-15a377c657dc.jpg","9780131441514","169890"
"ERLIKHMAN","PSYCH 20A","Matlab For Behavioral Scientists","Rosenbaum","https://coverimages.verbacompete.com/a2456275-c35e-5c9c-806d-4cb75f74dbd4.jpg","9780415535946","169892"
"HENNESSEE","PSYCH 85","Cognitive Science","Friedenberg","https://coverimages.verbacompete.com/291f36a2-a16a-5eef-b87b-01978ee1de03.jpg","9781483347417","169893"
"NEUWIRTH","ALC 945","Crs Advanced Spoken Communication - B","Alc Blue","https://coverimages.verbacompete.com/no_image.jpg","9789891804676","169982"
"NEUWIRTH","ALC 945","Crs Intermediate Spoken Communication - B","Alc Canary","https://coverimages.verbacompete.com/no_image.jpg","9789891804713","169983"
"NEUWIRTH","ALC 945","Crs Advanced Academic Topics - Y","Alc Celestial Blue","https://coverimages.verbacompete.com/no_image.jpg","9789891804706","169984"
"NEUWIRTH","ALC 945","Crs Advanced Business Topics - Y","Alc Grey","https://coverimages.verbacompete.com/no_image.jpg","9789891804690","169985"
"NEUWIRTH","ALC 945","Crs Advanced Culture Topics - Y","Alc Planetary Purple","https://coverimages.verbacompete.com/no_image.jpg","9789891804720","169986"
"NEUWIRTH","ALC 945","Crs Intermediate Academic Topics - Y","Alc Galaxy Gold","https://coverimages.verbacompete.com/no_image.jpg","9789891804737","169987"
"NEUWIRTH","ALC 945","Crs Intermediate Business Topics - Y","Alc Tan","https://coverimages.verbacompete.com/no_image.jpg","9789891804683","169988"
"NEUWIRTH","ALC 945","Crs Intermediate Culture Topics - Y","Alc Orbit Orange","https://coverimages.verbacompete.com/no_image.jpg","9789891804744","169989"
"FITZGERALD","ASTR 3","Crs Lab Manual","Staff","https://coverimages.verbacompete.com/no_image.jpg","9789891804652","169993"
"FITZGERALD","ASTR 3","Essential Cosmic Perspective (Loose-Leaf)","Bennett","https://coverimages.verbacompete.com/a6f8c87b-f58f-5371-8c1e-6665dce1dc43.jpg","9780321928399","169993"
"FITZGERALD","ASTR 3","Essential Cosmic Perspective","Bennett","https://coverimages.verbacompete.com/84460af0-cabb-5fa5-93af-bdccf71985da.jpg","9780321928085","169993"
"HOLLANDER","ENGCOMP M138","Between The World & Me","Coates","https://coverimages.verbacompete.com/d2833d1c-45f7-5304-b886-fefc00b1e22e.jpg","9780812993547","170013"
"HOLLANDER","ENGCOMP M138","Daddy - Long - Legs & Dear Enemy","Webster","https://coverimages.verbacompete.com/0425047a-ce0a-5405-9434-7a371bb94682.jpg","9780143039068","170013"
"HOLLANDER","ENGCOMP M138","Pamela (Ed Keymer)","Richardson","https://coverimages.verbacompete.com/21cc0fe1-4c0c-5069-8027-d599f2d267b8.jpg","9780199536498","170013"
"HOLLANDER","ENGCOMP M138","White Tiger","Adiga","https://coverimages.verbacompete.com/07c1e396-e926-5f18-8428-f5ece410b45a.jpg","9781416562603","170013"
"HOLLANDER","ENGCOMP M138","World War Z","Brooks","https://coverimages.verbacompete.com/c1b0721e-8e94-5f73-938f-9174eaa58e2f.jpg","9780307346612","170013"
"BICK","ARTHIS 132","Art In Theory 1900-2000","Harrison","https://coverimages.verbacompete.com/ced5e598-01ee-52dd-855a-476b913f16d7.jpg","9780631227083","170030"
"BICK","ARTHIS 132","Art Since 1900 Volume 2","Foster","https://coverimages.verbacompete.com/5169f92e-ee36-56c1-8a17-715d88f03a1b.jpg","9780500292723","170030"
"BICK","ARTHIS 132","Avant - Garde Internationalism & Politics","Giunta","https://coverimages.verbacompete.com/560c4559-fdb9-528e-8b7f-ef991e6435ac.jpg","9780822338932","170030"
"BICK","ARTHIS 132","Beautiful Language Of My Century","Mcdonough","https://coverimages.verbacompete.com/df5556a2-74cb-5ba8-b272-65a9780c9365.jpg","9780262516099","170030"
"BICK","ARTHIS 132","Continuous Revolution","Mittler","https://coverimages.verbacompete.com/a37d65b5-9260-5568-a93d-88711da83be4.jpg","9780674970533","170030"
"BICK","ARTHIS 132","From A Nation Torn","Feldman","https://coverimages.verbacompete.com/19b4bf40-d90f-5bac-a687-91d051b8f57b.jpg","9780822353713","170030"
"BICK","ARTHIS 132","Gutai ","Tiampo","https://coverimages.verbacompete.com/cdf74f0c-7a6a-545b-8915-0040d89934d3.jpg","9780226801667","170030"
"BICK","ARTHIS 132","New Tendencies","Medosch","https://coverimages.verbacompete.com/6ff27b0e-9c64-5d41-8361-b2307f76f70e.jpg","9780262034166","170030"
"THE STAFF","CHEM 20B","Owl V2 4 Term (24 Mo) Access Principles Modern Chemistry","Oxtoby","https://coverimages.verbacompete.com/no_image.jpg","9781305271562","170039"
"NEUWIRTH","ALC 945","Crs Advanced Written Communication Skills - A","Alc Lavender","https://coverimages.verbacompete.com/no_image.jpg","9789891807349","170051"
"ALBERT","EDUC 429\54","E-Crs School Management And Administration","Albert","https://coverimages.verbacompete.com/no_image.jpg","9789800004470","170052"
"AMLANI","EDUC 187","Fifty Major Thinkers On Education ","Palmer","https://coverimages.verbacompete.com/1addaae2-5cd5-5435-be56-bb5b75ac810b.jpg","9780415231268","170062"
"AMLANI","EDUC 187","Three Thousand Years Of Educational Wisdom","Ulich","https://coverimages.verbacompete.com/56bb7ca3-b9ca-5268-8690-1eed88e3a769.jpg","9780674864337","170062"
"NORRMANN-VIGIL","ENGCOMP 2I","Crs Approaches To University Writing For Multilingual Students","Norrmann Vigil","https://coverimages.verbacompete.com/no_image.jpg","9789891800562","170066"
"MCMILLAN","AFAMER 241","1971 ","English","https://coverimages.verbacompete.com/42b83a06-b3ce-5f88-98b6-f9adf97b197a.jpg","9780226131054","170082"
"MCMILLAN","AFAMER 241","Listening To Images","Campt","https://coverimages.verbacompete.com/1ec9171e-4280-5da2-b06d-f1837ab1c9ef.jpg","9780822362708","170082"
"MCMILLAN","AFAMER 241","On Racial Icons","Fleetwood","https://coverimages.verbacompete.com/01e356c3-24bc-53ef-96fc-344f236fd1d6.jpg","9780813565156","170082"
"MCMILLAN","AFAMER 241","Seeing The Unspeakable","Shaw","https://coverimages.verbacompete.com/ce70f52a-8bac-54fa-8c96-11e2ae7a4cf8.jpg","9780822333968","170082"
"MCMILLAN","AFAMER 241","South Of Pico","Jones","https://coverimages.verbacompete.com/829a4e4c-78d9-5d5b-b575-c940344e49f1.jpg","9780822361640","170082"
"MCMILLAN","AFAMER 241","Troubling Vision ","Fleetwood","https://coverimages.verbacompete.com/7f13ee63-7f51-5dc8-8e5b-7a6adb5481a7.jpg","9780226253039","170082"
"MCMILLAN","AFAMER 241","Vision & Justice","Famighetti","https://coverimages.verbacompete.com/1e25e6f4-6944-5585-bb3a-9ea878bd7d2c.jpg","9781597113656","170082"
"GORLITSKY","EEBIOL 136","Ecological Restoration","Aronson","https://coverimages.verbacompete.com/3141b22e-fd6b-5de2-9b5f-7b7ee7d2999c.jpg","9781610911689","170088"
"GORLITSKY","EEBIOL 136","Restoration Ecology","Greipsson","https://coverimages.verbacompete.com/7b1a1014-6c44-595e-976b-9c22b5aa2552.jpg","9780763742195","170088"
"CHONG-KIT","MATH 173B","Loss Models ","Klugman","https://coverimages.verbacompete.com/eaf2c88e-fd0c-5952-a03c-4ebf4543c1b8.jpg","9781118315323","170090"
"UNZUETA","MGMT 286","E-Crs Negotiations Behavior","Unzueta","https://coverimages.verbacompete.com/no_image.jpg","9780318000992","170091"
"MATUTE","URBP 260A","Ceqa Deskbook ","Bass","https://coverimages.verbacompete.com/1ec8e5a2-42bd-5c90-bc1c-ae33de2723e1.jpg","9780923956486","170106"
"HECHT","URBP 265B","Social Lives Of Forests","Hecht","https://coverimages.verbacompete.com/478a3104-7d9f-503a-be15-a92b4204790a.jpg","9780226322681","170108"
"HECHT","URBP 265B","Uncommon Ground ","Cronon","https://coverimages.verbacompete.com/20b8b5ee-5344-5e18-aa9a-7425455c27ba.jpg","9780393315110","170108"
"HECHT","URBP 265B","Why We Disagree About Climate Change","Hulme","https://coverimages.verbacompete.com/885d958a-e9b0-5410-bf1b-54853bf7aa26.jpg","9780521727327","170108"
"LANGDON","HIST 191C","Origins Of Second World War","Taylor","https://coverimages.verbacompete.com/f08e7634-a666-56a1-b12c-c3d9cd6069bd.jpg","9780684829470","170110"
"LANGDON","HIST 191C","Second World War","Keegan","https://coverimages.verbacompete.com/bcd7c596-5e09-585e-b30f-0e3d3f6156be.jpg","9780143035732","170110"
"LANGDON","HIST 191C","Warlords","Berthon","https://coverimages.verbacompete.com/0420257c-7cf3-57d4-b65d-11b8447aec54.jpg","9780306815386","170110"
"LANGDON","HIST 191C","World War Ii","Willmott","https://coverimages.verbacompete.com/6660e6b8-1e1a-583c-a4ee-81680d429da9.jpg","9780756651428","170110"
"LESSIE","LATIN 105A","Aeneid (Bk Ii) (Ed Ganiban)","Virgil","https://coverimages.verbacompete.com/9b740e70-dc15-5981-85da-a9da6509d3d6.jpg","9781585102266","170122"
"Gjertson","BIOS 402A","Statistical Rules Of Thumb","Van Belle","https://coverimages.verbacompete.com/f3c44741-7536-5e25-b51d-dd9a8133a125.jpg","9780470144480","170134"
"TURNER","AFAMER 19","March (Bk 1)","Lewis","https://coverimages.verbacompete.com/dbea6e36-b62d-5dc1-b0ea-60a4b676cf0d.jpg","9781603093002","170147"
"JARRAHI","ELENGR 101B","Fundamentals Of Applied Electromagnetics","Ulaby","https://coverimages.verbacompete.com/ce8768b8-a89c-5131-857c-0306251a46b2.jpg","9780133356816","170151"
"CHISM","ENGL 123","Kindred (Rev)","Butler","https://coverimages.verbacompete.com/05131c19-bcba-5378-b93f-096a87db023e.jpg","9780807083697","170162"
"CHISM","ENGL 123","Last Days Of New Paris","Mieville","https://coverimages.verbacompete.com/1b998db6-600c-5ae1-9680-2fff70da3311.jpg","9780345543998","170162"
"CHISM","ENGL 123","Silencing The Past (20th Anniv.Ed.)","Trouillot","https://coverimages.verbacompete.com/0675bd16-000e-54ba-a2c8-ce671e8f68e2.jpg","9780807080535","170162"
"CHISM","ENGL 123","We Have Never Been Modern","Latour","https://coverimages.verbacompete.com/de3c1ca5-9d13-59dc-a80a-d440809de393.jpg","9780674948396","170162"
"YARBOROUGH","AFAMER M200E","Behind The Scenes","Keckley","https://coverimages.verbacompete.com/426ab3fe-fa39-5a7c-929f-ecb5aa1522e6.jpg","9780143039242","170163"
"YARBOROUGH","AFAMER M200E","Blake Or The Huts Of America","Delany","https://coverimages.verbacompete.com/58a0d13f-ecac-5423-9cff-e4d33701c1ae.jpg","9780674088726","170163"
"YARBOROUGH","AFAMER M200E","David Walkers Appeal (Ed Hinks)","Walker","https://coverimages.verbacompete.com/eccd6573-45c7-5352-8e9a-1ccc925da51b.jpg","9780271019949","170163"
"YARBOROUGH","AFAMER M200E","Ideology Of Slavery","Faust","https://coverimages.verbacompete.com/9614624b-c664-54a1-bf51-6f885422f7b1.jpg","9780807108925","170163"
"YARBOROUGH","AFAMER M200E","Incidents In Life Of Slave Girl (Nort Crit)","Jacobs","https://coverimages.verbacompete.com/49a5b3d1-88fc-5ee9-88b0-e95e530d4ecb.jpg","9780393976373","170163"
