"TORRES","CHICANO M105E","In The Time Of The Butterflies","Alvarez","https://coverimages.verbacompete.com/093361ed-9c8f-55b9-a935-a660e3897ae4.jpg","9781565129764","155812"
"TORRES","CHICANO M105E","Mundo Cruel","Negron","https://coverimages.verbacompete.com/77618566-f87c-54c8-b661-45c95935d13f.jpg","9781609804183","155812"
"TORRES","CHICANO M105E","Rain God","Islas","https://coverimages.verbacompete.com/2d1f1ba5-e89c-553f-9572-3269a5408bbb.jpg","9780380763931","155812"
"TORRES","CHICANO M105E","Short Eyes","Pinero","https://coverimages.verbacompete.com/25d6549f-acd4-5347-b614-cbb074278af5.jpg","9780374521479","155812"
"TORRES","CHICANO M105E","We Came All The Way From Cuba So You Could Dress Like This?","Obejas","https://coverimages.verbacompete.com/0677f874-a2e4-5008-9239-163a9b7a74e5.jpg","9780939416936","155812"
"TORRES","CHICANO M105E","What Night Brings","Trujillo","https://coverimages.verbacompete.com/b2cb3a4c-67b3-5500-964d-707247bb3a4f.jpg","9781880684948","155812"
"GOMEZ-QUINONES","CHICANO M159A","Crs Legacies/Testimonios Before & After 1500","Gomez Quinones","https://coverimages.verbacompete.com/no_image.jpg","9789891809978","155815"
"GOMEZ-QUINONES","CHICANO M159A","Daily Life Of Aztecs","Soustelle","https://coverimages.verbacompete.com/ef2a60ca-1067-5cd1-adf6-cfdcafe15a55.jpg","9780804707213","155815"
"GOMEZ-QUINONES","CHICANO M159A","Foreigners In Their Native Land","Weber","https://coverimages.verbacompete.com/391789bf-3b2c-5616-a607-5e329fd422ad.jpg","9780826335104","155815"
"GOMEZ-QUINONES","CHICANO M159A","Indigenous Peoples History Of United States","Dunbar Ortiz","https://coverimages.verbacompete.com/c0b98ade-5c20-5ffc-9e53-1d73032bff61.jpg","9780807057834","155815"
"GOMEZ-QUINONES","CHICANO M159A","Limits Of Racial Domination","Cope","https://coverimages.verbacompete.com/e8b530dd-35b6-550a-8ca2-0de47827f6db.jpg","9780299140441","155815"
"GOMEZ-QUINONES","CHICANO M159A","Mexico Profundo (Tr Dennis)","Bonfil Batalla","https://coverimages.verbacompete.com/dfdf034f-3a74-58c2-bf87-436732cf8409.jpg","9780292708433","155815"
"GOMEZ-QUINONES","CHICANO M159A","Thrown Among Strangers","Monroy","https://coverimages.verbacompete.com/0e126818-38b1-5c29-8b63-4026e2ebac91.jpg","9780520082755","155815"
"GOMEZ-QUINONES","CHICANO M159A","Women In Mexico (Tr Hynds) ","Pablos","https://coverimages.verbacompete.com/fc663ca1-0f2d-5feb-9560-d6ba764230e1.jpg","9780292781610","155815"
"GOMEZ-QUINONES","CHICANO M159A","Emergence Of Mod Mexican Woman","Soto","https://coverimages.verbacompete.com/79a749bb-51dc-5607-9509-74e34cdbd443.jpg","9780912869124","155815"
"GOMEZ-QUINONES","CHICANO M159A","Indigenous Quotient / Stalking Words","Gomez Quinones","https://coverimages.verbacompete.com/4a54be96-f032-5f31-9fe6-74c085b318cc.jpg","9780984441525","155815"
"GOMEZ-QUINONES","CHICANO M159A","Occupied America","Acuna","https://coverimages.verbacompete.com/d5137d8a-d6d6-559e-99c1-eb33e5e987b0.jpg","9780205880843","155815"
"RIDLEY THOMAS","CHICANO M174A","Magic Of Dialogue","Yankelovich","https://coverimages.verbacompete.com/27e4d056-d1b5-556e-9f79-861a1d7dead0.jpg","9780684865669","155818"
"RIDLEY THOMAS","CHICANO M174A","Promise Of Mediation (Rev)","Bush","https://coverimages.verbacompete.com/80d5612a-684a-5205-8708-e8399be62feb.jpg","9780787974831","155818"
"MORRIS","CLASSIC 10","Essential Iliad (Tr. Lombardo)","Homer","https://coverimages.verbacompete.com/86b566eb-36bf-55d3-a737-bdb25558d0ad.jpg","9780872205420","155820"
"MORRIS","CLASSIC 10","Exploring The World Of The Ancient Greeks","Camp","https://coverimages.verbacompete.com/ac70c064-6e2f-55c7-a475-71f39adad8f2.jpg","9780500288740","155820"
"MORRIS","CLASSIC 10","Lysistrata & Other Plays (Tr Sommerstein)","Aristophanes","https://coverimages.verbacompete.com/f221229a-2ec5-5305-91dd-8f8430c27d9f.jpg","9780140448146","155820"
"MORRIS","CLASSIC 10","Medea (Tr Svarlien)","Euripides","https://coverimages.verbacompete.com/b8f56f16-45e6-5085-8a95-690c70d2ab50.jpg","9780872209237","155820"
"MORRIS","CLASSIC 10","On Justice Power & Human Nature","Thucydides","https://coverimages.verbacompete.com/7af0e0c4-a7fe-58f8-8bc0-6eee4c97d3b9.jpg","9780872201682","155820"
"MORRIS","CLASSIC 10","On War For Greek Freedom (Tr Shirley)","Herodotus","https://coverimages.verbacompete.com/7264ca71-3d99-5356-a14d-397f2de99183.jpg","9780872206670","155820"
"MORRIS","CLASSIC 10","Plato Reader (Ed Reeve)","Plato","https://coverimages.verbacompete.com/3b300ba7-7203-5732-b0f0-f4ea726f73a3.jpg","9781603848114","155820"
"STAFF","CLASSIC 30","Metamorphoses","Ovid","https://coverimages.verbacompete.com/254a5b99-2d50-5e99-ab7c-1f2321feec4d.jpg","9780375712319","155826"
"STAFF","CLASSIC 30","Sophocles I ","Sophocles","https://coverimages.verbacompete.com/80ec16b7-dc92-5251-8fa8-5186dc2dbf9a.jpg","9780226311517","155826"
"ELLIS","CLASSIC M145A","Early Greek Philosophy","Barnes","https://coverimages.verbacompete.com/7c380676-6e0a-59ac-8be2-7480c2d45374.jpg","9780140448153","155835"
"ELLIS","CLASSIC M145A","Four Texts On Socrates (Rev)","West","https://coverimages.verbacompete.com/148a030a-72df-56ff-a71b-9ed5a258435e.jpg","9780801485749","155835"
"ELLIS","CLASSIC M145A","Gorgias (Trans Waterfield)","Plato","https://coverimages.verbacompete.com/8780d94e-c1ca-5579-b0d2-47f553127847.jpg","9780199540327","155835"
"ELLIS","CLASSIC M145A","Greek Sophists","Dillon","https://coverimages.verbacompete.com/08100d51-0664-5278-8551-cf65d9dc51d1.jpg","9780140436891","155835"
"ELLIS","CLASSIC M145A","Plato ","Rowe","https://coverimages.verbacompete.com/2b5e2840-52e7-5d15-999d-0d1d8f2f585c.jpg","9781107697027","155835"
"ELLIS","CLASSIC M145A","Protagoras & Meno (Trans Beresford)","Plato","https://coverimages.verbacompete.com/9ec3822c-4089-54c5-b68c-5df044a22262.jpg","9780140449037","155835"
"PAPADOPOULOS","CLASSIC M153K","Looking At Greek Vases","Rasmussen","https://coverimages.verbacompete.com/9a5f9915-2f1a-5a55-8b43-1549800586f9.jpg","9780521376792","155836"
"PAPADOPOULOS","CLASSIC M153K","Understanding Greek Vases","Clark","https://coverimages.verbacompete.com/47492f67-0845-506d-8d9d-e53876bbb7d9.jpg","9780892365999","155836"
"BRIDGEWATER","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","155837"
"BRIDGEWATER","COMMST 1","Essential Gt Rhetoric","Keith","https://coverimages.verbacompete.com/e4c82c57-47aa-5242-a201-77d890f98ee0.jpg","9780312472399","155837"
"BRIDGEWATER","COMMST 1","Thank You For Arguing (Rev & Upd)","Heinrichs","https://coverimages.verbacompete.com/1ecb11f8-8f75-5466-8cad-096094f4a174.jpg","9780385347754","155837"
"FERAMISCO","COMMST 1","Communication","Warren","https://coverimages.verbacompete.com/bb19ae18-dc8d-519c-9f98-01ea4591c17a.jpg","9781452217819","155838"
"FERAMISCO","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","155838"
"FERAMISCO","COMMST 1","Essential Gt Rhetoric","Keith","https://coverimages.verbacompete.com/e4c82c57-47aa-5242-a201-77d890f98ee0.jpg","9780312472399","155838"
"BRIDGEWATER","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","155839"
"BRIDGEWATER","COMMST 1","Essential Gt Rhetoric","Keith","https://coverimages.verbacompete.com/e4c82c57-47aa-5242-a201-77d890f98ee0.jpg","9780312472399","155839"
"BRIDGEWATER","COMMST 1","Thank You For Arguing (Rev & Upd)","Heinrichs","https://coverimages.verbacompete.com/1ecb11f8-8f75-5466-8cad-096094f4a174.jpg","9780385347754","155839"
"KOCHIAN","COMMST 1","Speech 1 Reader (Version 12)","Kochian","https://coverimages.verbacompete.com/no_image.jpg","9789925711413","155840"
"KOCHIAN","COMMST 1","Speech 1 Reader (Version 12)","Kochian","https://coverimages.verbacompete.com/no_image.jpg","9789925711413","155841"
"MACK","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","155842"
"MACK","COMMST 1","Essential Gt Rhetoric","Keith","https://coverimages.verbacompete.com/e4c82c57-47aa-5242-a201-77d890f98ee0.jpg","9780312472399","155842"
"MACK","COMMST 1","Words Like Loaded Pistols","Leith","https://coverimages.verbacompete.com/ac330c6e-e15b-5a0d-82d6-05eaa1e75546.jpg","9780465096190","155842"
"MILLER","COMMST 1","Made To Stick","Heath","https://coverimages.verbacompete.com/2b337fb2-20d5-5421-b303-130163e2a7b1.jpg","9781400064281","155843"
"MILLER","COMMST 1","Public Speaking W/My Communication Lab Access","Zarefsky","https://coverimages.verbacompete.com/3698b44a-1cea-5a10-a62c-a85f17dc89e2.jpg","9780134319971","155843"
"MACK","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","155844"
"MACK","COMMST 1","Essential Gt Rhetoric","Keith","https://coverimages.verbacompete.com/e4c82c57-47aa-5242-a201-77d890f98ee0.jpg","9780312472399","155844"
"MACK","COMMST 1","Words Like Loaded Pistols","Leith","https://coverimages.verbacompete.com/ac330c6e-e15b-5a0d-82d6-05eaa1e75546.jpg","9780465096190","155844"
"FERAMISCO","COMMST 1","Communication","Warren","https://coverimages.verbacompete.com/bb19ae18-dc8d-519c-9f98-01ea4591c17a.jpg","9781452217819","155845"
"FERAMISCO","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","155845"
"FERAMISCO","COMMST 1","Essential Gt Rhetoric","Keith","https://coverimages.verbacompete.com/e4c82c57-47aa-5242-a201-77d890f98ee0.jpg","9780312472399","155845"
"KOCHIAN","COMMST 1","Speech 1 Reader (Version 12)","Kochian","https://coverimages.verbacompete.com/no_image.jpg","9789925711413","155846"
"SUMAN","COMMST 10","Losing The News","Jones","https://coverimages.verbacompete.com/a61cf1aa-e159-5d57-81d3-9a795be5a36c.jpg","9780199754144","155847"
"SUMAN","COMMST 10","Taking Sides","Alexander","https://coverimages.verbacompete.com/0d56a592-3404-5710-af60-2f742fbb05c8.jpg","9781259222474","155847"
"SUMAN","COMMST 10","You Just Dont Understand (New Afterward)","Tannen","https://coverimages.verbacompete.com/115612fa-02f2-5eef-b8af-0f994d3be514.jpg","9780060959623","155847"
"MILLER","COMMST 103A","Made To Stick","Heath","https://coverimages.verbacompete.com/2b337fb2-20d5-5421-b303-130163e2a7b1.jpg","9781400064281","155849"
"MILLER","COMMST 104","Winning Debates","Johnson","https://coverimages.verbacompete.com/4336d967-2cb0-5e6c-b857-b6fb94897b0f.jpg","9781932716511","155850"
"KICENSKI","COMMST 143","Crs Rhetoric And Popular Culture","Kicenski","https://coverimages.verbacompete.com/no_image.jpg","9788891799173","155858"
"SUMAN","COMMST 145","Crs Television Sitcom","Suman","https://coverimages.verbacompete.com/no_image.jpg","9788891791559","155859"
"SUMAN","COMMST 145","Sitcom Reader","Dalton","https://coverimages.verbacompete.com/44d9b47a-312b-55aa-b932-bad1c65c4dba.jpg","9781438461304","155859"
"LAMBERSON","COMMST 150","Approaches To Social Research","Singleton","https://coverimages.verbacompete.com/b1403f12-c7e5-528a-867d-90d64679a57b.jpg","9780195372984","155860"
"LAMBERSON","COMMST 150","Statistical Methods For Communication Science","Hayes","https://coverimages.verbacompete.com/0c1174c8-939b-5ed7-afbe-9480f9810f88.jpg","9781138982932","155860"
"GROELING","COMMST 160","When Politicians Attack ","Groeling","https://coverimages.verbacompete.com/ab18ace0-2d1c-535a-bb8f-5cedd3cab040.jpg","9780521603072","155863"
"NEWTON","COMMST 187","Ethics In Journalism","Smith","https://coverimages.verbacompete.com/874d0722-772d-5558-8014-263dcffc121c.jpg","9781405159340","155867"
"SCHNEIDER","COMMST 188D","Political Campaign Communication ","Trent","https://coverimages.verbacompete.com/c3c5b3ae-a870-5f33-b5c6-650d381259c9.jpg","9781442243347","155869"
"VONBLUM","COMMST M165","Crs This Mighty Dream","Von Blum","https://coverimages.verbacompete.com/no_image.jpg","9789891800364","155885"
"VONBLUM","COMMST M165","Sixties Papers","Albert","https://coverimages.verbacompete.com/bac57df1-3a93-56f9-abff-d5cd57d7aded.jpg","9780275917814","155885"
"VONBLUM","COMMST M165","Trial & Death Of Socrates","Plato","https://coverimages.verbacompete.com/20d7a9a0-7fc7-5e66-bb5a-0ff6e723e930.jpg","9780486270661","155885"
"VONBLUM","COMMST M165","Life At The Margins","Von Blum","https://coverimages.verbacompete.com/no_image.jpg","9780976876144","155885"
"STAFF","COMPTNG 10A","Big C++ (Loose-Leaf)","Horstmann","https://coverimages.verbacompete.com/no_image.jpg","9780470918302","155888"
"STAFF","COMPTNG 10A","Big C++ (Loose-Leaf)","Horstmann","https://coverimages.verbacompete.com/no_image.jpg","9780470918302","155889"
"STAFF","COMPTNG 10A","Big C++ (Loose-Leaf)","Horstmann","https://coverimages.verbacompete.com/no_image.jpg","9780470918302","155890"
"STAFF","COMPTNG 10A","Big C++ (Loose-Leaf)","Horstmann","https://coverimages.verbacompete.com/no_image.jpg","9780470918302","155891"
"STAFF","COMPTNG 10A","Big C++ (Loose-Leaf)","Horstmann","https://coverimages.verbacompete.com/no_image.jpg","9780470918302","155892"
"SALAZAR","COMPTNG 10B","Big C++ (Loose-Leaf)","Horstmann","https://coverimages.verbacompete.com/no_image.jpg","9780470918302","155893"
"STAFF","COMPTNG 10B","Big C++ (Loose-Leaf)","Horstmann","https://coverimages.verbacompete.com/no_image.jpg","9780470918302","155894"
"LINDSTROM","COMPTNG 10B","Big C++ (Loose-Leaf)","Horstmann","https://coverimages.verbacompete.com/no_image.jpg","9780470918302","155895"
"SALAZAR","COMPTNG 10C","Big C++ (Loose-Leaf)","Horstmann","https://coverimages.verbacompete.com/no_image.jpg","9780470918302","155896"
"HABERLAND","COMPTNG 20A","Head First Java","Sierra","https://coverimages.verbacompete.com/1382e2b4-6ced-5d9a-b40f-a3aa4902c1ba.jpg","9780596009205","155898"
"VIRTANEN","COMPTNG 40A","Programming The World Wide Web","Sebesta","https://coverimages.verbacompete.com/a3881f90-a75b-5aee-a3de-e4f5a276340d.jpg","9780133775983","155908"
"DARABI","ELENGR 10","Crs Basic Circuit Theory","Darabi","https://coverimages.verbacompete.com/no_image.jpg","9788891799197","155912"
"DARABI","ELENGR 10","Network Analysis (Uc Reprint)","Van Valkenburg","https://coverimages.verbacompete.com/17ddd76a-1632-5706-a273-c8d7e050787b.jpg","9780136110958","155912"
"MESGHALI","ELENGR 100","Elec Engineering W/Mastering Access","Hambley","https://coverimages.verbacompete.com/f5664b44-933c-56f0-bda8-9e20b29992c3.jpg","9780133413984","155913"
"WILLIAMS","ELENGR 101A","Fundamentals Of Applied Electromagnetics","Ulaby","https://coverimages.verbacompete.com/ce8768b8-a89c-5131-857c-0306251a46b2.jpg","9780133356816","155914"
"FRAGOULI","ELENGR 102","Signals & Systems ","Alkin","https://coverimages.verbacompete.com/8cfb5284-565f-5b34-961f-6ddddad5b5bf.jpg","9781466598539","155915"
"SAYED","ELENGR 113","Crs Discrete-Time Processing And Filtering","Sayed","https://coverimages.verbacompete.com/no_image.jpg","9789891809381","155920"
"SAYED","ELENGR 113","Crs Discrete-Time Processing And Filtering","Sayed","https://coverimages.verbacompete.com/no_image.jpg","9789891809381","155921"
"VILLASENOR","ELENGR 114","Crs Introduction To Speech & Image Processing","Villasenor","https://coverimages.verbacompete.com/no_image.jpg","9789891809664","155924"
"MOLOUDI","ELENGR 115A","Fundamentals Microelectronics (Custom Spiral Ed)","Razavi","https://coverimages.verbacompete.com/no_image.jpg","9781118750735","155925"
"MOLOUDI","ELENGR 115A","Fundamentals Of Microelectronics","Razavi","https://coverimages.verbacompete.com/dfa04978-c966-5c95-8d56-812bbdd49bd9.jpg","9781118156322","155925"
"DANESHRAD","ELENGR 115C","Cmos Vlsi Design ","Weste","https://coverimages.verbacompete.com/bdb61f40-692c-54ec-a52b-9e187529f6e6.jpg","9780321547743","155928"
"IYER","ELENGR 121B","Semiconductor Physics & Devices","Neamen","https://coverimages.verbacompete.com/6bef9445-2a19-59bf-bab6-7439aa3eb916.jpg","9780073529585","155934"
"SOKOLICH","ELENGR 123A","Intro Solid State Physics","Kittel","https://coverimages.verbacompete.com/640437a1-a7ea-53b7-9adb-74bc4023fe49.jpg","9780471415268","155935"
"ROYCHOWDHURY","ELENGR 131A","Probability & Random Processes For Electrical Engineering","Leon Garcia","https://coverimages.verbacompete.com/9ee8141d-4a21-55c0-8aba-88f77ff8ce3e.jpg","9780131471221","155936"
"RUBIN","ELENGR 132B","Crs Communication Networks","Rubin","https://coverimages.verbacompete.com/no_image.jpg","9788891799333","155938"
"LIU","ELENGR 170A","Principles Of Photonics","Liu","https://coverimages.verbacompete.com/adbcf13a-3a98-53a4-a804-da992f231d6e.jpg","9781107164284","155941"
"POTTIE","ELENGR 180DA","Principles Embedded Networked Systems Design","Pottie","https://coverimages.verbacompete.com/8779c464-b78d-5383-9758-00638d5ce276.jpg","9780521095235","155942"
"FRAGOULI","ELENGR 189","Signals & Systems ","Alkin","https://coverimages.verbacompete.com/8cfb5284-565f-5b34-961f-6ddddad5b5bf.jpg","9781466598539","155944"
"SOKOLICH","ELENGR 2","Solid State Electronic Devices","Streetman","https://coverimages.verbacompete.com/63631522-cf08-5441-914a-cea6d1c8fc7d.jpg","9780133356038","155946"
"SOKOLICH","ELENGR 2","Semiconductor Physics & Devices","Neamen","https://coverimages.verbacompete.com/6bef9445-2a19-59bf-bab6-7439aa3eb916.jpg","9780073529585","155946"
"KAISER","ELENGR 202C","Principles Embedded Networked Systems Design","Pottie","https://coverimages.verbacompete.com/8779c464-b78d-5383-9758-00638d5ce276.jpg","9780521095235","155948"
"PANDYA","ELENGR 205A","Matrix Analysis F/ Scientists & Engineers","Laub","https://coverimages.verbacompete.com/9435bc3a-66a0-5de3-b602-8bc76a0f149c.jpg","9780898715767","155949"
"LAUB","ELENGR 205A","Matrix Analysis F/ Scientists & Engineers","Laub","https://coverimages.verbacompete.com/9435bc3a-66a0-5de3-b602-8bc76a0f149c.jpg","9780898715767","155950"
"PAMARTI","ELENGR 212A","Digital Signal Processing W/Cd","Mitra","https://coverimages.verbacompete.com/1b3c10b5-5337-568e-9c4a-498034955610.jpg","9780077366766","155953"
"MOLOUDI","ELENGR 215A","Design Analog Cmos Integrated Circuits","Razavi","https://coverimages.verbacompete.com/efbdd854-88f2-514f-9fe1-08f1cd4b2f89.jpg","9780072524932","155954"
"WOO","ELENGR 221A","Fundamentals Modern Vlsi Devices (Rev)","Taur","https://coverimages.verbacompete.com/c88dbbaa-f900-50d5-9349-67665ebceaab.jpg","9781107635715","155955"
"YAO","ELENGR 230A","Detection & Estimation For Communication","Yao","https://coverimages.verbacompete.com/b784019b-4c8e-52dd-82c0-2d9afa780730.jpg","9780521766395","155957"
"DIGGAVI","ELENGR 231A","Elements Of Information Theory","Cover","https://coverimages.verbacompete.com/786cc0f3-575f-568e-afd9-74334cd2dadb.jpg","9780471241959","155959"
"TABUADA","ELENGR 239AS","Verification & Control Of Hybrid Systems ","Tabuada","https://coverimages.verbacompete.com/1e1951a4-4069-586c-9e9b-d156af6479dc.jpg","9781441954985","155962"
"RAHMAT-SAMII","ELENGR 260A","Adv Engineering Electromag","Balanis","https://coverimages.verbacompete.com/no_image.jpg","9781119018254","155963"
"RAHMAT-SAMII","ELENGR 260A","Crs Advanced Engineering","Rahmat Samii","https://coverimages.verbacompete.com/no_image.jpg","9789891809640","155963"
"PAN","ELENGR 270","Introduction To Quantum Mechanics","Griffiths","https://coverimages.verbacompete.com/24139c07-bd3c-5029-9ff9-7f6d6ce87424.jpg","9781107179868","155965"
"WATSON","ELENGR 295","Engineering Communication","Irish","https://coverimages.verbacompete.com/6a371bf0-a95b-5e30-9f5d-3efea9743099.jpg","9780195446920","155966"
"GUPTA","ELENGR M116C","Computer Organization & Design","Patterson","https://coverimages.verbacompete.com/bd83d50e-63dc-5d86-a371-50f697326aa1.jpg","9780124077263","156104"
"CHEN","ELENGR M153","Crs Introduction To Microscale And Nanoscale Manufacturing","Chiou","https://coverimages.verbacompete.com/no_image.jpg","9788891797049","156112"
"CABRIC","ELENGR M16","Digital Design ","Dally","https://coverimages.verbacompete.com/21b92ce6-a943-5b82-b680-76b6304abe3a.jpg","9780521199506","156117"
"STAFF","ELENGR M185","Intro To Plasma Physics & Controlled Fusion","Chen","https://coverimages.verbacompete.com/49918e79-8172-5554-b8f1-31aa7972597a.jpg","9783319223087","156119"
"COOGAN","ELENGR M240A","Linear Systems Primer","Antsaklis","https://coverimages.verbacompete.com/3c4a8f93-e9c8-5a12-b127-be751e0309d4.jpg","9780817644604","156125"
"STONE","ENGCOMP 100W","Classic Fairy Tales","Tatar","https://coverimages.verbacompete.com/261d4b03-0ad7-59af-a4d9-37d04840fc79.jpg","9780393972771","156127"
"STONE","ENGCOMP 100W","From Inquiry To Academic Writing ","Greene","https://coverimages.verbacompete.com/5b72566e-2ec8-50a2-a4cc-c65996aca1f9.jpg","9781457661693","156127"
"STONE","ENGCOMP 100W","My Mother She Killed Me My Father He Ate Me","Bernheimer","https://coverimages.verbacompete.com/f71b235b-688d-5394-9adb-8014433d7f38.jpg","9780143117841","156127"
"STONE","ENGCOMP 100W","Tolkien Reader","Tolkien","https://coverimages.verbacompete.com/579230ec-2263-567b-8e99-c1f2285f0cbc.jpg","9780345345066","156127"
"STONE","ENGCOMP 100W","Game Of Thrones (Movie Tie-In)","Martin","https://coverimages.verbacompete.com/2265f07a-aa87-53b4-865d-b1a1101b369c.jpg","9780553593716","156127"
"STONE","ENGCOMP 100W","Classic Fairy Tales","Tatar","https://coverimages.verbacompete.com/261d4b03-0ad7-59af-a4d9-37d04840fc79.jpg","9780393972771","156128"
"STONE","ENGCOMP 100W","From Inquiry To Academic Writing ","Greene","https://coverimages.verbacompete.com/5b72566e-2ec8-50a2-a4cc-c65996aca1f9.jpg","9781457661693","156128"
"STONE","ENGCOMP 100W","My Mother She Killed Me My Father He Ate Me","Bernheimer","https://coverimages.verbacompete.com/f71b235b-688d-5394-9adb-8014433d7f38.jpg","9780143117841","156128"
"STONE","ENGCOMP 100W","Tolkien Reader","Tolkien","https://coverimages.verbacompete.com/579230ec-2263-567b-8e99-c1f2285f0cbc.jpg","9780345345066","156128"
"STONE","ENGCOMP 100W","Game Of Thrones (Movie Tie-In)","Martin","https://coverimages.verbacompete.com/2265f07a-aa87-53b4-865d-b1a1101b369c.jpg","9780553593716","156128"
"CHICHESTER","ENGCOMP 2","Crs A Family Affair","Chichester","https://coverimages.verbacompete.com/no_image.jpg","9789891802924","156134"
"WESTBAY","ENGCOMP 2","Little Seagull Hndbk","Bullock","https://coverimages.verbacompete.com/9aaae96d-9c02-549d-9466-0bc3948bd3e7.jpg","9780393935806","156135"
"POPHAM","ENGCOMP 2","Craft Of Revision","Murray","https://coverimages.verbacompete.com/6031e233-8ed2-5b7d-83ff-f4f1cd79629b.jpg","9780840028853","156136"
"POPHAM","ENGCOMP 2","I Tell You Now","Swann","https://coverimages.verbacompete.com/38f704ef-47f6-5475-9f69-5b362ee2c16a.jpg","9780803293144","156136"
"POPHAM","ENGCOMP 2","Way To Rainy Mountain","Momaday","https://coverimages.verbacompete.com/675a6595-a345-5151-9897-fba6b708a6da.jpg","9780826304360","156136"
"POPHAM","ENGCOMP 2","Craft Of Revision","Murray","https://coverimages.verbacompete.com/6031e233-8ed2-5b7d-83ff-f4f1cd79629b.jpg","9780840028853","156137"
"POPHAM","ENGCOMP 2","I Tell You Now","Swann","https://coverimages.verbacompete.com/38f704ef-47f6-5475-9f69-5b362ee2c16a.jpg","9780803293144","156137"
"POPHAM","ENGCOMP 2","Way To Rainy Mountain","Momaday","https://coverimages.verbacompete.com/675a6595-a345-5151-9897-fba6b708a6da.jpg","9780826304360","156137"
"GALVIN","ENGCOMP 2","College ","Pierce","https://coverimages.verbacompete.com/293ab38b-65f9-570e-a8c7-73e96aba3880.jpg","9780190279950","156138"
"GALVIN","ENGCOMP 2","Crs University Writing","Galvin","https://coverimages.verbacompete.com/no_image.jpg","9788891799326","156138"
"LEWIS","ENGCOMP 2","Death Of A Salesman (Intro Bigsby)","Miller","https://coverimages.verbacompete.com/2c9e1288-819c-5bdd-aa3b-a7f4853049aa.jpg","9780141180977","156139"
"LEWIS","ENGCOMP 2","No Fear Shakespeare ","Shakespeare","https://coverimages.verbacompete.com/4abbb22d-2036-5ae9-a627-a1b3a3da85c5.jpg","9781586638467","156139"
"GALVIN","ENGCOMP 2","College ","Pierce","https://coverimages.verbacompete.com/293ab38b-65f9-570e-a8c7-73e96aba3880.jpg","9780190279950","156140"
"GALVIN","ENGCOMP 2","Crs University Writing","Galvin","https://coverimages.verbacompete.com/no_image.jpg","9788891799326","156140"
"CHICHESTER","ENGCOMP 2","Crs A Family Affair","Chichester","https://coverimages.verbacompete.com/no_image.jpg","9789891802924","156141"
"CHRISTENSEN","ENGCOMP 2","They Say I Say","Graff","https://coverimages.verbacompete.com/fd3bc29b-7792-5a6d-b97b-c2aeb196d0e3.jpg","9780393935844","156142"
"MANO","ENGCOMP 2","Crs Frame Work","Lisle","https://coverimages.verbacompete.com/no_image.jpg","9789891800647","156143"
"LISLE","ENGCOMP 2","Crs Frame Work","Lisle","https://coverimages.verbacompete.com/no_image.jpg","9789891800647","156146"
"LISLE","ENGCOMP 2","Crs Frame Work","Lisle","https://coverimages.verbacompete.com/no_image.jpg","9789891800647","156147"
"MAASIK","ENGCOMP 2","Writers Reference W/ 2016 Mla Updated","Hacker","https://coverimages.verbacompete.com/933c44c6-6c3b-5612-830c-f1f542fce36a.jpg","9781319083533","156148"
"KELLEY","ENGCOMP 2I","Crs Approaches To University Writing For Multilingual Speakers","Kelley","https://coverimages.verbacompete.com/no_image.jpg","9789891809657","156150"
"KELLEY","ENGCOMP 2I","Crs Approaches To University Writing For Multilingual Speakers","Kelley","https://coverimages.verbacompete.com/no_image.jpg","9789891809657","156151"
"CREESE","ENGCOMP 3","Crs Screwball Comedy And The 1930's","Creese","https://coverimages.verbacompete.com/no_image.jpg","9789891809251","156154"
"KIPEN","ENGCOMP 3","Los Angeles In The 1930s","Federal Writers Project","https://coverimages.verbacompete.com/8dce4215-2407-5122-a6e0-9f07fce7c7ff.jpg","9780520268838","156155"
"JAURRETCHE","ENGCOMP 3","Big Sleep (Rev Ed)","Chandler","https://coverimages.verbacompete.com/8356e41f-7558-5f3c-a801-21f4e29ceb65.jpg","9780394758282","156156"
"JAURRETCHE","ENGCOMP 3","Big Sleep (Rev Ed)","Chandler","https://coverimages.verbacompete.com/8356e41f-7558-5f3c-a801-21f4e29ceb65.jpg","9780394758282","156157"
"POPHAM","ENGCOMP 3","Easy Writer","Lunsford","https://coverimages.verbacompete.com/beba241c-f3ee-5867-8133-bec676955dfe.jpg","9781457640469","156159"
"STEINBERG","ENGCOMP 3","Rereading America","Colombo","https://coverimages.verbacompete.com/ecf97ccd-0478-52f0-92f1-6a212f765733.jpg","9781457699214","156162"
